Artículo,,,Nombre artículo,Serie,Documento,Fecha,Agrup.,Nº agrup.,Uni.agr.,,Unid.,Precio,Dto1,,Importe,,,,,Factura
,,,00011 - CONTADO ZOCODOVER,,,,,,,,,,,,,,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   911936T,10/12/2025,,,,,"0,25",33,,,"8,25",,,,,T251210
,,,Total albarán 11911936T,,,,,,,,"0,25",,,,"8,25",,,,,
MFA004,,,KG. MARRON GLACE,11,   911945T,10/12/2025,,,,,"0,29","61,6",,,"17,86",,,,,T251210
,,,Total albarán 11911945T,,,,,,,,"0,29",,,,"17,86",,,,,
MCG005,,,UD. SOMBRILLA DE CHOCOLATE 10 GMS.,11,   911954T,10/12/2025,,,,,2,"0,9",,,"1,8",,,,,T251210
MCF050,,,UD. CHOCOLATE BLANCO AMATLLER 18 GR,11,   911954T,10/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251210
,,,Total albarán 11911954T,,,,,,,,4,,,,4,,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   911957T,10/12/2025,,,,,"0,235","19,8",,,"4,65",,,,,T251210
,,,Total albarán 11911957T,,,,,,,,"0,235",,,,"4,65",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   911967T,10/12/2025,,,,,"0,23",55,,,"12,65",,,,,T251210
,,,Total albarán 11911967T,,,,,,,,"0,23",,,,"12,65",,,,,
MCG005,,,UD. SOMBRILLA DE CHOCOLATE 10 GMS.,11,   911989T,10/12/2025,,,,,2,"0,9",,,"1,8",,,,,T251210
,,,Total albarán 11911989T,,,,,,,,2,,,,"1,8",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   911992T,10/12/2025,,,,,"0,04",55,,,"2,2",,,,,T251210
,,,Total albarán 11911992T,,,,,,,,"0,04",,,,"2,2",,,,,
MCJ003,,,UD. BOLSA CARAMELOS MIEL 175 GR.,11,   912002T,10/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251210
,04/03/2026 20:10:39,,,,,,,,,,,,,,,,,Página: 35,,
,,,Total albarán 11912002T,,,,,,,,1,,,,"3,3",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   912016T,10/12/2025,,,,,1,11,,,11,,,,,T251210
,,,Total albarán 11912016T,,,,,,,,1,,,,11,,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   912033T,10/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251210
,,,Total albarán 11912033T,,,,,,,,1,,,,"12,1",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912052T,10/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251210
,,,Total albarán 11912052T,,,,,,,,"0,5",,,,"9,9",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   912054T,10/12/2025,,,,,1,"0,3",,,"0,3",,,,,T251210
,,,Total albarán 11912054T,,,,,,,,1,,,,"0,3",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912058T,10/12/2025,,,,,"0,295","29,7",,,"8,76",,,,,T251210
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912058T,10/12/2025,,,,,"0,25","41,8",,,"10,45",,,,,T251210
,,,Total albarán 11912058T,,,,,,,,"0,545",,,,"19,21",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912069T,10/12/2025,,,,,3,"1,1",,,"3,3",,,,,T251210
,,,Total albarán 11912069T,,,,,,,,3,,,,"3,3",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912076T,10/12/2025,,,,,"0,09","19,8",,,"1,78",,,,,T251210
,,,Total albarán 11912076T,,,,,,,,"0,09",,,,"1,78",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912100T,10/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251210
,,,Total albarán 11912100T,,,,,,,,1,,,,"1,1",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   912109T,10/12/2025,,,,,"0,04",55,,,"2,2",,,,,T251210
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912109T,10/12/2025,,,,,"0,075","19,8",,,"1,49",,,,,T251210
,,,Total albarán 11912109T,,,,,,,,"0,115",,,,"3,69",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912124T,10/12/2025,,,,,"0,4","41,8",,,"16,72",,,,,T251210
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912124T,10/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251210
,,,Total albarán 11912124T,,,,,,,,"0,9",,,,"26,62",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   912141T,10/12/2025,,,,,"0,07","51,7",,,"3,62",,,,,T251210
,,,Total albarán 11912141T,,,,,,,,"0,07",,,,"3,62",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   912153T,11/12/2025,,,,,2,10,,,20,,,,,T251211
,,,Total albarán 11912153T,,,,,,,,2,,,,20,,,,,
MTU018,,,UD. BOLSA PELADILLA 150 GR.,11,   912165T,11/12/2025,,,,,1,"6,05",,,"6,05",,,,,T251211
,,,Total albarán 11912165T,,,,,,,,1,,,,"6,05",,,,,
,04/03/2026 20:10:39,,,,,,,,,,,,,,,,,Página: 36,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   912169T,11/12/2025,,,,,"0,15","51,7",,,"7,76",,,,,T251211
,,,Total albarán 11912169T,,,,,,,,"0,15",,,,"7,76",,,,,
MTU018,,,UD. BOLSA PELADILLA 150 GR.,11,   912181T,11/12/2025,,,,,1,"6,05",,,"6,05",,,,,T251211
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   912181T,11/12/2025,,,,,1,11,,,11,,,,,T251211
,,,Total albarán 11912181T,,,,,,,,2,,,,"17,05",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   912195T,11/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251211
,,,Total albarán 11912195T,,,,,,,,1,,,,"12,1",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   912202T,11/12/2025,,,,,"0,3","34,1",,,"10,23",,,,,T251211
,,,Total albarán 11912202T,,,,,,,,"0,3",,,,"10,23",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912207T,11/12/2025,,,,,"0,245","19,8",,,"4,85",,,,,T251211
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912207T,11/12/2025,,,,,"0,1","41,8",,,"4,18",,,,,T251211
,,,Total albarán 11912207T,,,,,,,,"0,345",,,,"9,03",,,,,
MTU001,,,UD. TURRON ALICANTE 300 GR.,11,   912208T,11/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251211
,,,Total albarán 11912208T,,,,,,,,1,,,,"12,1",,,,,
MCK005,,,UD. TUBO LACASITOS 20 GMS.,11,   912212T,11/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251211
,,,Total albarán 11912212T,,,,,,,,1,,,,"1,1",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912214T,11/12/2025,,,,,"0,22","19,8",,,"4,36",,,,,T251211
,,,Total albarán 11912214T,,,,,,,,"0,22",,,,"4,36",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   912218T,11/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251211
,,,Total albarán 11912218T,,,,,,,,2,,,,"2,2",,,,,
MCF015X,,,UD. CHOC. 100 GR. CACHET ORANGE & ALMONS 57 %,11,   912220T,11/12/2025,,,,,1,3,,,3,,,,,T251211
,,,Total albarán 11912220T,,,,,,,,1,,,,3,,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   912221T,11/12/2025,,,,,"0,25",33,,,"8,25",,,,,T251211
,,,Total albarán 11912221T,,,,,,,,"0,25",,,,"8,25",,,,,
MTU011,,,KG. PASTELES YEMA,11,   912222T,11/12/2025,,,,,"0,165","38,5",,,"6,35",,,,,T251211
,,,Total albarán 11912222T,,,,,,,,"0,165",,,,"6,35",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   912226T,11/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251211
,,,Total albarán 11912226T,,,,,,,,1,,,,"12,1",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   912256T,11/12/2025,,,,,"0,11",33,,,"3,63",,,,,T251211
,,,Total albarán 11912256T,,,,,,,,"0,11",,,,"3,63",,,,,
,04/03/2026 20:10:39,,,,,,,,,,,,,,,,,Página: 37,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912271T,11/12/2025,,,,,"0,5","29,7",,,"14,85",,,,,T251211
,,,Total albarán 11912271T,,,,,,,,"0,5",,,,"14,85",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   912273T,11/12/2025,,,,,1,11,,,11,,,,,T251211
,,,Total albarán 11912273T,,,,,,,,1,,,,11,,,,,
MFA004,,,KG. MARRON GLACE,11,   912279T,11/12/2025,,,,,"0,185","61,6",,,"11,4",,,,,T251211
,,,Total albarán 11912279T,,,,,,,,"0,185",,,,"11,4",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   912280T,11/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251211
MTU001,,,UD. TURRON ALICANTE 300 GR.,11,   912280T,11/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251211
MTU032,,,UD. TURRON CHOCO-LECHE P. ALM. CARAMELIZADA,11,   912280T,11/12/2025,,,,,1,"9,9",,,"9,9",,,,,T251211
,,,Total albarán 11912280T,,,,,,,,3,,,,"34,1",,,,,
MFA004,,,KG. MARRON GLACE,11,   912287T,11/12/2025,,,,,"0,3","61,6",,,"18,48",,,,,T251211
MVH012A,,,UD. BOTELLA COCA COLA ZERO,11,   912287T,11/12/2025,,,,,1,2,,,2,,,,,T251211
,,,Total albarán 11912287T,,,,,,,,"1,3",,,,"20,48",,,,,
MCG007A,,,UD. BOLSA MONEDAS CHOCOLATE 50 gm.,11,   912288T,11/12/2025,,,,,1,"1,65",,,"1,65",,,,,T251211
,,,Total albarán 11912288T,,,,,,,,1,,,,"1,65",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   912292T,11/12/2025,,,,,1,2,,,2,,,,,T251211
,,,Total albarán 11912292T,,,,,,,,1,,,,2,,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912305T,11/12/2025,,,,,"0,51","19,8",,,"10,1",,,,,T251211
,,,Total albarán 11912305T,,,,,,,,"0,51",,,,"10,1",,,,,
MCG001I,,,UD. HUEVO HOTWHEELS,11,   912317T,11/12/2025,,,,,2,"1,5",,,3,,,,,T251211
MCK005,,,UD. TUBO LACASITOS 20 GMS.,11,   912317T,11/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251211
,,,Total albarán 11912317T,,,,,,,,4,,,,"5,2",,,,,
MCG001H,,,UD. HUEVO BARBIE,11,   912322T,11/12/2025,,,,,2,"1,5",,,3,,,,,T251211
,,,Total albarán 11912322T,,,,,,,,2,,,,3,,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   912327T,11/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251211
,,,Total albarán 11912327T,,,,,,,,1,,,,"1,75",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   912331T,11/12/2025,,,,,"0,115",33,,,"3,8",,,,,T251211
,,,Total albarán 11912331T,,,,,,,,"0,115",,,,"3,8",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912339T,11/12/2025,,,,,"0,02","41,8",,,"0,84",,,,,T251211
,,,Total albarán 11912339T,,,,,,,,"0,02",,,,"0,84",,,,,
,04/03/2026 20:10:39,,,,,,,,,,,,,,,,,Página: 38,,
MVH015,,,UD. BOTELLA AQUARIUS,11,   912360T,11/12/2025,,,,,1,2,,,2,,,,,T251211
,,,Total albarán 11912360T,,,,,,,,1,,,,2,,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   912368T,11/12/2025,,,,,"0,24",55,,,"13,2",,,,,T251211
,,,Total albarán 11912368T,,,,,,,,"0,24",,,,"13,2",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912369T,11/12/2025,,,,,"0,3","29,7",,,"8,91",,,,,T251211
,,,Total albarán 11912369T,,,,,,,,"0,3",,,,"8,91",,,,,
MCO004L,,,UD. BOTE TRIDENT MENTA,11,   912380T,11/12/2025,,,,,1,"3,5",,,"3,5",,,,,T251211
,,,Total albarán 11912380T,,,,,,,,1,,,,"3,5",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912383T,11/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251211
,,,Total albarán 11912383T,,,,,,,,1,,,,"1,1",,,,,
MTU001,,,UD. TURRON ALICANTE 300 GR.,11,   912384T,11/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251211
,,,Total albarán 11912384T,,,,,,,,1,,,,"12,1",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912390T,11/12/2025,,,,,"0,28","19,8",,,"5,54",,,,,T251211
,,,Total albarán 11912390T,,,,,,,,"0,28",,,,"5,54",,,,,
MFA004,,,KG. MARRON GLACE,11,   912395T,11/12/2025,,,,,"0,11","61,6",,,"6,78",,,,,T251211
,,,Total albarán 11912395T,,,,,,,,"0,11",,,,"6,78",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912434T,11/12/2025,,,,,"0,27","29,7",,,"8,02",,,,,T251211
,,,Total albarán 11912434T,,,,,,,,"0,27",,,,"8,02",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912436T,11/12/2025,,,,,8,"1,1",,,"8,8",,,,,T251211
,,,Total albarán 11912436T,,,,,,,,8,,,,"8,8",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   912489T,11/12/2025,,,,,"0,2","34,1",,,"6,82",,,,,T251211
,,,Total albarán 11912489T,,,,,,,,"0,2",,,,"6,82",,,,,
MCG005,,,UD. SOMBRILLA DE CHOCOLATE 10 GMS.,11,   912491T,11/12/2025,,,,,1,"0,9",,,"0,9",,,,,T251211
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   912491T,11/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251211
,,,Total albarán 11912491T,,,,,,,,2,,,,2,,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912501T,11/12/2025,,,,,"0,07","19,8",,,"1,39",,,,,T251211
,,,Total albarán 11912501T,,,,,,,,"0,07",,,,"1,39",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912503T,11/12/2025,,,,,"0,295","29,7",,,"8,76",,,,,T251211
,,,Total albarán 11912503T,,,,,,,,"0,295",,,,"8,76",,,,,
MVH014,,,UD. BOTELLA NESTEA,11,   912526T,12/12/2025,,,,,1,2,,,2,,,,,T251212
,04/03/2026 20:10:39,,,,,,,,,,,,,,,,,Página: 39,,
,,,Total albarán 11912526T,,,,,,,,1,,,,2,,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   912534T,12/12/2025,,,,,"0,085",55,,,"4,68",,,,,T251212
,,,Total albarán 11912534T,,,,,,,,"0,085",,,,"4,68",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   912544T,12/12/2025,,,,,1,2,,,2,,,,,T251212
,,,Total albarán 11912544T,,,,,,,,1,,,,2,,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   912567T,12/12/2025,,,,,"0,265","34,1",,,"9,04",,,,,T251212
MBB003,,,KG. LENGUAS DE GATO,11,   912567T,12/12/2025,,,,,"0,275","34,1",,,"9,38",,,,,T251212
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912567T,12/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251212
,,,Total albarán 11912567T,,,,,,,,"1,54",,,,"19,52",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912580T,12/12/2025,,,,,1,"41,8",,,"41,8",,,,,T251212
,,,Total albarán 11912580T,,,,,,,,1,,,,"41,8",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912601T,12/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251212
,,,Total albarán 11912601T,,,,,,,,1,,,,"1,1",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912608T,12/12/2025,,,,,"0,135","41,8",,,"5,64",,,,,T251212
,,,Total albarán 11912608T,,,,,,,,"0,135",,,,"5,64",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912620T,12/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251212
,,,Total albarán 11912620T,,,,,,,,"0,5",,,,"9,9",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912623T,12/12/2025,,,,,"0,53","19,8",,,"10,49",,,,,T251212
,,,Total albarán 11912623T,,,,,,,,"0,53",,,,"10,49",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   912637T,12/12/2025,,,,,"0,03","34,1",,,"1,02",,,,,T251212
,,,Total albarán 11912637T,,,,,,,,"0,03",,,,"1,02",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   912638T,12/12/2025,,,,,"0,39",33,,,"12,87",,,,,T251212
,,,Total albarán 11912638T,,,,,,,,"0,39",,,,"12,87",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912654T,12/12/2025,,,,,"0,29","19,8",,,"5,74",,,,,T251212
,,,Total albarán 11912654T,,,,,,,,"0,29",,,,"5,74",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912655T,12/12/2025,,,,,"0,27","29,7",,,"8,02",,,,,T251212
MFA002,,,KG. FRUTAS DE ARAGON,11,   912655T,12/12/2025,,,,,"0,25",33,,,"8,25",,,,,T251212
,,,Total albarán 11912655T,,,,,,,,"0,52",,,,"16,27",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   912659T,12/12/2025,,,,,"0,2","34,1",,,"6,82",,,,,T251212
,,,Total albarán 11912659T,,,,,,,,"0,2",,,,"6,82",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   912663T,12/12/2025,,,,,"0,215","51,7",,,"11,12",,,,,T251212
,04/03/2026 20:10:39,,,,,,,,,,,,,,,,,Página: 40,,
,,,Total albarán 11912663T,,,,,,,,"0,215",,,,"11,12",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   912672T,12/12/2025,,,,,1,"0,3",,,"0,3",,,,,T251212
,,,Total albarán 11912672T,,,,,,,,1,,,,"0,3",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   912673T,12/12/2025,,,,,"0,25","34,1",,,"8,53",,,,,T251212
,,,Total albarán 11912673T,,,,,,,,"0,25",,,,"8,53",,,,,
MCG005,,,UD. SOMBRILLA DE CHOCOLATE 10 GMS.,11,   912675T,12/12/2025,,,,,2,"0,9",,,"1,8",,,,,T251212
,,,Total albarán 11912675T,,,,,,,,2,,,,"1,8",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   912680T,12/12/2025,,,,,2,11,,,22,,,,,T251212
,,,Total albarán 11912680T,,,,,,,,2,,,,22,,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   912687T,12/12/2025,,,,,"0,045",55,,,"2,48",,,,,T251212
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912687T,12/12/2025,,,,,"0,11","41,8",,,"4,6",,,,,T251212
,,,Total albarán 11912687T,,,,,,,,"0,155",,,,"7,08",,,,,
MCJ003F,,,UD. BOLSA CARAMELO MIEL - EUCALIPTO 175 GR.,11,   912692T,12/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251212
MTU016A,,,KG. MANTECADOS FELIPE II,11,   912692T,12/12/2025,,,,,"0,38",55,,,"20,9",,,,,T251212
,,,Total albarán 11912692T,,,,,,,,"1,38",,,,"24,2",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912695T,12/12/2025,,,,,"0,05","41,8",,,"2,09",,,,,T251212
,,,Total albarán 11912695T,,,,,,,,"0,05",,,,"2,09",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912699T,12/12/2025,,,,,"0,05","41,8",,,"2,09",,,,,T251212
,,,Total albarán 11912699T,,,,,,,,"0,05",,,,"2,09",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912700T,12/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251212
,,,Total albarán 11912700T,,,,,,,,1,,,,"1,1",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   912702T,12/12/2025,,,,,"0,25","34,1",,,"8,53",,,,,T251212
,,,Total albarán 11912702T,,,,,,,,"0,25",,,,"8,53",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912706T,12/12/2025,,,,,"0,18","29,7",,,"5,35",,,,,T251212
,,,Total albarán 11912706T,,,,,,,,"0,18",,,,"5,35",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   912714T,12/12/2025,,,,,"0,07","34,1",,,"2,39",,,,,T251212
,,,Total albarán 11912714T,,,,,,,,"0,07",,,,"2,39",,,,,
MTU012,,,KG. PASTELES YEMA-CHOCOLATE,11,   912716T,12/12/2025,,,,,"0,57","38,5",,,"21,95",,,,,T251212
,,,Total albarán 11912716T,,,,,,,,"0,57",,,,"21,95",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   912722T,12/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251212
,,,Total albarán 11912722T,,,,,,,,2,,,,"2,2",,,,,
,04/03/2026 20:10:39,,,,,,,,,,,,,,,,,Página: 41,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912731T,12/12/2025,,,,,"0,42","19,8",,,"8,32",,,,,T251212
,,,Total albarán 11912731T,,,,,,,,"0,42",,,,"8,32",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912750T,12/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251212
,,,Total albarán 11912750T,,,,,,,,1,,,,"1,1",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   912756T,12/12/2025,,,,,1,2,,,2,,,,,T251212
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   912756T,12/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251212
,,,Total albarán 11912756T,,,,,,,,2,,,,"3,75",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912765T,12/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251212
,,,Total albarán 11912765T,,,,,,,,1,,,,"1,1",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912772T,12/12/2025,,,,,"0,265","19,8",,,"5,25",,,,,T251212
,,,Total albarán 11912772T,,,,,,,,"0,265",,,,"5,25",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912781T,12/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251212
,,,Total albarán 11912781T,,,,,,,,1,,,,"1,1",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   912782T,12/12/2025,,,,,"0,035","34,1",,,"1,19",,,,,T251212
,,,Total albarán 11912782T,,,,,,,,"0,035",,,,"1,19",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   912786T,12/12/2025,,,,,1,2,,,2,,,,,T251212
,,,Total albarán 11912786T,,,,,,,,1,,,,2,,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912787T,12/12/2025,,,,,"0,165","29,7",,,"4,9",,,,,T251212
,,,Total albarán 11912787T,,,,,,,,"0,165",,,,"4,9",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   912795T,12/12/2025,,,,,2,"12,1",,,"24,2",,,,,T251212
,,,Total albarán 11912795T,,,,,,,,2,,,,"24,2",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912818T,12/12/2025,,,,,"0,015","41,8",,,"0,63",,,,,T251212
,,,Total albarán 11912818T,,,,,,,,"0,015",,,,"0,63",,,,,
MVH012A,,,UD. BOTELLA COCA COLA ZERO,11,   912820T,12/12/2025,,,,,1,2,,,2,,,,,T251212
,,,Total albarán 11912820T,,,,,,,,1,,,,2,,,,,
MTU001,,,UD. TURRON ALICANTE 300 GR.,11,   912824T,12/12/2025,,,,,2,"12,1",,,"24,2",,,,,T251212
,,,Total albarán 11912824T,,,,,,,,2,,,,"24,2",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   912829T,12/12/2025,,,,,"0,075","51,7",,,"3,88",,,,,T251212
,,,Total albarán 11912829T,,,,,,,,"0,075",,,,"3,88",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   912831T,12/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251212
,04/03/2026 20:10:40,,,,,,,,,,,,,,,,,Página: 42,,
,,,Total albarán 11912831T,,,,,,,,"0,5",,,,"9,9",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   912856T,12/12/2025,,,,,3,"1,1",,,"3,3",,,,,T251212
,,,Total albarán 11912856T,,,,,,,,3,,,,"3,3",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912859T,12/12/2025,,,,,"0,38","29,7",,,"11,29",,,,,T251212
,,,Total albarán 11912859T,,,,,,,,"0,38",,,,"11,29",,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   912881T,12/12/2025,,,,,2,1,,,2,,,,,T251212
,,,Total albarán 11912881T,,,,,,,,2,,,,2,,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912893T,12/12/2025,,,,,"0,35","29,7",,,"10,4",,,,,T251212
,,,Total albarán 11912893T,,,,,,,,"0,35",,,,"10,4",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   912909T,12/12/2025,,,,,"0,11","41,8",,,"4,6",,,,,T251212
,,,Total albarán 11912909T,,,,,,,,"0,11",,,,"4,6",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   912913T,12/12/2025,,,,,"0,065","51,7",,,"3,36",,,,,T251212
,,,Total albarán 11912913T,,,,,,,,"0,065",,,,"3,36",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   912936T,12/12/2025,,,,,"0,23","29,7",,,"6,83",,,,,T251212
,,,Total albarán 11912936T,,,,,,,,"0,23",,,,"6,83",,,,,
MCG007A,,,UD. BOLSA MONEDAS CHOCOLATE 50 gm.,11,   912952T,12/12/2025,,,,,1,"1,65",,,"1,65",,,,,T251212
,,,Total albarán 11912952T,,,,,,,,1,,,,"1,65",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   912958T,12/12/2025,,,,,2,"0,3",,,"0,6",,,,,T251212
,,,Total albarán 11912958T,,,,,,,,2,,,,"0,6",,,,,
MFA004,,,KG. MARRON GLACE,11,   912962T,12/12/2025,,,,,"0,12","61,6",,,"7,39",,,,,T251212
,,,Total albarán 11912962T,,,,,,,,"0,12",,,,"7,39",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   912963T,12/12/2025,,,,,"0,4","51,7",,,"20,68",,,,,T251212
,,,Total albarán 11912963T,,,,,,,,"0,4",,,,"20,68",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   912989T,13/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251213
,,,Total albarán 11912989T,,,,,,,,1,,,,"12,1",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   913006T,13/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251213
,,,Total albarán 11913006T,,,,,,,,1,,,,"1,75",,,,,
